Application_ID,District_Name,Gender,Sector,Residential_Type,Enterprise_Type,Monthly_Income_INR,Loan_Tenure_Months,Total_TAT_Days,Risk_Score,Repayment_Status,Loan_Amount_INR
7827,Ganderbal,Unknown,Unknown,Urban,Existing Enterprise,31527.0,35.12,188.0,21.0,Unknown,6175.0
7828,Rajouri,Male,Services,Rural,Nano Entrepreneur,100071.0,12.0,212.0,91.0,Late,1450348.0
7829,Doda,Other,Services,Unknown,Unknown,64658.0,12.0,212.0,30.0,On-Time,803851.0
7830,Kulgam,Unknown,Manufacturing,Urban,Nano Entrepreneur,34528.0,35.12,164.0,36.0,Unknown,3512636.0
7831,Shopian,Female,Services,Rural,Nano Entrepreneur,94989.0,35.12,188.0,92.0,Unknown,2043000.0
7832,Srinagar,Female,Services,Rural,Msme Sunrise Sector,42690.0,24.0,173.0,100.0,Late,3779218.0
7833,Baramulla,Female,Agri,Urban,Nano Entrepreneur,14567.0,35.12,188.0,38.0,On-Time,2003000.0
7834,Doda,Male,It,Urban,Existing Enterprise,64658.0,48.0,202.0,33.0,On-Time,1603000.0
7835,Pulwama,Other,Tourism,Urban,Nano Entrepreneur,66818.0,60.0,212.0,13.0,Late,4834519.0
7836,Kulgam,Other,Tourism,Urban,Msme Sunrise Sector,40071.0,18.0,204.0,68.0,Late,3302000.0
7837,Rajouri,Female,Healthcare,Urban,Unknown,35971.0,18.0,188.0,78.0,Late,128000.0
7838,Ramban,Female,Manufacturing,Urban,Unknown,11786.0,48.0,164.0,62.0,Unknown,1441638.0
7839,Samba,Female,Retail,Rural,Msme Sunrise Sector,12634.0,24.0,188.0,27.0,On-Time,3560329.0
7840,Kulgam,Male,Retail,Unknown,Msme Sunrise Sector,119033.0,12.0,188.0,11.0,On-Time,2105478.0
7841,Jammu,Unknown,Retail,Rural,Nano Entrepreneur,30083.0,35.12,202.0,16.0,On-Time,15232.0
7842,Bandipora,Female,Agri,Rural,Existing Enterprise,52036.0,12.0,164.0,44.0,On-Time,585281.0
7843,Reasi,Female,Services,Urban,Existing Enterprise,90155.0,18.0,164.0,41.0,Unknown,5274905.0
7844,Kulgam,Male,Unknown,Rural,Msme Sunrise Sector,116459.0,35.12,164.0,25.0,On-Time,1352391.0
7845,Budgam,Other,Retail,Urban,Nano Entrepreneur,62445.0,24.0,212.0,4.0,Unknown,705717.0
7846,Shopian,Male,Agri,Rural,Nano Entrepreneur,91547.0,60.0,171.0,5.0,On-Time,1093000.0
7847,Doda,Female,Unknown,Unknown,Msme Sunrise Sector,112127.0,35.12,164.0,69.0,Default,2576684.0
7848,Jammu,Female,Retail,Urban,Nano Entrepreneur,76235.0,18.0,198.0,8.0,Unknown,3476312.0
7849,Srinagar,Male,Healthcare,Urban,Nano Entrepreneur,65857.0,60.0,188.0,48.0,Late,4598971.0
7850,Baramulla,Unknown,It,Rural,Nano Entrepreneur,64065.0,36.0,190.0,28.0,Late,3545445.0
7851,Budgam,Female,Tourism,Urban,Nano Entrepreneur,108951.0,35.12,204.0,85.0,Late,2191000.0
7852,Kishtwar,Female,Agri,Rural,Msme Sunrise Sector,64658.0,36.0,198.0,5.0,On-Time,8187.0
7853,Shopian,Male,Services,Rural,Nano Entrepreneur,69057.0,24.0,212.0,76.0,Late,1830212.5
7854,Ganderbal,Female,Manufacturing,Rural,Unknown,93911.0,18.0,182.0,61.0,On-Time,1830212.5
7855,Budgam,Other,Healthcare,Unknown,Nano Entrepreneur,22491.0,24.0,188.0,93.0,Default,615105.0
7856,Srinagar,Male,Services,Rural,Nano Entrepreneur,9593.0,35.12,164.0,17.0,Unknown,1830212.5
7857,Kupwara,Female,Unknown,Urban,Existing Enterprise,11227.0,36.0,188.0,69.0,Late,2430608.0
7858,Rajouri,Unknown,Manufacturing,Rural,Existing Enterprise,97757.0,12.0,164.0,85.0,On-Time,2828867.0
7859,Budgam,Unknown,Unknown,Unknown,Existing Enterprise,86901.0,24.0,188.0,33.0,Unknown,4207626.0
7860,Doda,Male,Agri,Rural,Nano Entrepreneur,14006.0,36.0,188.0,44.0,Default,2397000.0
7861,Doda,Other,Manufacturing,Urban,Existing Enterprise,23476.0,18.0,188.0,51.0,Unknown,1830212.5
7862,Jammu,Male,Tourism,Rural,Unknown,44577.0,35.12,212.0,91.0,Default,4940000.0
7863,Anantnag,Female,Manufacturing,Rural,Unknown,111652.0,48.0,212.0,51.0,Unknown,4199000.0
7864,Baramulla,Female,Unknown,Unknown,Unknown,117517.0,12.0,188.0,90.0,Late,379000.0
7865,Pulwama,Male,Unknown,Unknown,Unknown,100827.0,12.0,188.0,3.0,On-Time,1830212.5
7866,Kupwara,Female,Retail,Urban,Nano Entrepreneur,72738.0,36.0,212.0,44.0,Unknown,2729413.0
7867,Samba,Unknown,Agri,Rural,Nano Entrepreneur,23269.0,18.0,171.0,87.0,Default,3246548.0
7868,Doda,Other,Manufacturing,Rural,Existing Enterprise,38381.0,18.0,164.0,63.0,On-Time,821991.0
7869,Reasi,Female,Retail,Urban,Existing Enterprise,77544.0,48.0,212.0,79.0,On-Time,1547089.0
7870,Anantnag,Female,Healthcare,Rural,Nano Entrepreneur,64658.0,12.0,188.0,6.0,Default,30916.0
7871,Shopian,Other,It,Urban,Existing Enterprise,19085.0,18.0,197.0,74.0,On-Time,42617.0
7872,Poonch,Male,Agri,Rural,Existing Enterprise,51440.0,18.0,212.0,16.0,On-Time,5294063.0
7873,Kupwara,Unknown,Tourism,Rural,Msme Sunrise Sector,47835.0,60.0,200.0,27.0,Late,3564265.0
7874,Jammu,Female,Manufacturing,Urban,Nano Entrepreneur,102030.0,60.0,188.0,81.0,On-Time,1830212.5
7875,Pulwama,Male,Agri,Urban,Nano Entrepreneur,64658.0,35.12,190.0,4.0,Default,6704.0
7876,Kathua,Female,Retail,Rural,Msme Sunrise Sector,78483.0,18.0,188.0,29.0,On-Time,1830212.5
7877,Kathua,Male,It,Urban,Msme Sunrise Sector,42086.0,18.0,188.0,76.0,On-Time,4837471.0
7878,Reasi,Other,Retail,Unknown,Nano Entrepreneur,54660.0,18.0,188.0,39.0,Late,4804000.0
7879,Anantnag,Other,Healthcare,Rural,Msme Sunrise Sector,31940.0,36.0,195.0,99.0,Late,4646.0
7880,Udhampur,Male,Retail,Urban,Existing Enterprise,100452.0,48.0,212.0,81.0,Default,1830212.5
7881,Shopian,Unknown,Unknown,Rural,Msme Sunrise Sector,21308.0,18.0,188.0,7.0,Default,3943000.0
7882,Kathua,Male,Retail,Rural,Msme Sunrise Sector,86363.0,60.0,188.0,39.0,On-Time,2436000.0
7883,Ramban,Male,It,Urban,Msme Sunrise Sector,27232.0,24.0,188.0,3.0,On-Time,1830212.5
7884,Bandipora,Unknown,Agri,Urban,Existing Enterprise,55308.0,12.0,168.0,54.0,On-Time,3735131.0
7885,Kulgam,Other,Unknown,Unknown,Existing Enterprise,75272.0,60.0,164.0,94.0,Default,37062.0
7886,Budgam,Female,Manufacturing,Urban,Existing Enterprise,61357.0,18.0,164.0,30.0,On-Time,1275000.0
7887,Jammu,Female,Manufacturing,Rural,Unknown,72008.0,48.0,173.0,10.0,Default,3844494.0
7888,Kathua,Female,Manufacturing,Urban,Existing Enterprise,114000.0,35.12,188.0,81.0,On-Time,1398919.0
7889,Ganderbal,Male,Services,Urban,Nano Entrepreneur,111913.0,24.0,164.0,15.0,Unknown,1118812.0
7890,Kupwara,Female,Tourism,Rural,Nano Entrepreneur,98179.0,24.0,212.0,73.0,Late,4494434.0
7891,Srinagar,Male,Manufacturing,Urban,Nano Entrepreneur,92951.0,24.0,181.0,6.0,Late,1765000.0
7892,Kupwara,Female,Retail,Rural,Existing Enterprise,116989.0,35.12,188.0,51.0,Default,1830212.5
7893,Jammu,Unknown,Manufacturing,Rural,Existing Enterprise,64658.0,35.12,188.0,27.0,Late,5234201.0
7894,Kishtwar,Unknown,Healthcare,Rural,Existing Enterprise,71126.0,35.12,164.0,51.0,On-Time,1830212.5
7895,Kathua,Male,Unknown,Rural,Nano Entrepreneur,48882.0,35.12,172.0,42.0,Late,30500.0
7896,Kupwara,Female,Agri,Unknown,Unknown,110406.0,12.0,188.0,17.0,On-Time,1830212.5
7897,Samba,Unknown,Manufacturing,Urban,Unknown,12569.0,48.0,188.0,96.0,Unknown,1396416.0
7898,Bandipora,Female,Healthcare,Urban,Nano Entrepreneur,73811.0,36.0,212.0,88.0,On-Time,1830212.5
7899,Kupwara,Other,It,Rural,Msme Sunrise Sector,47174.0,48.0,212.0,48.0,Late,9562.0
7900,Ganderbal,Female,Retail,Urban,Existing Enterprise,104588.0,60.0,164.0,99.0,On-Time,38428.0
7901,Anantnag,Unknown,It,Rural,Nano Entrepreneur,15894.0,60.0,164.0,33.0,Late,3231000.0
7902,Budgam,Female,It,Rural,Existing Enterprise,99978.0,60.0,187.0,9.0,Default,1830212.5
7903,Udhampur,Other,Retail,Urban,Existing Enterprise,74154.0,48.0,164.0,2.0,Late,5905542.0
7904,Kupwara,Female,Services,Unknown,Existing Enterprise,68117.0,18.0,188.0,78.0,Unknown,4798780.0
7905,Srinagar,Male,Unknown,Unknown,Nano Entrepreneur,38995.0,60.0,188.0,51.0,Default,1830212.5
7906,Poonch,Other,Agri,Unknown,Nano Entrepreneur,61551.0,60.0,212.0,48.0,Late,32669.0
7907,Anantnag,Male,Tourism,Urban,Existing Enterprise,51664.0,35.12,212.0,52.0,Late,1676349.0
7908,Anantnag,Male,Agri,Rural,Unknown,41308.0,48.0,164.0,51.0,Default,14235.0
7909,Kathua,Female,Healthcare,Rural,Nano Entrepreneur,75086.0,24.0,212.0,3.0,On-Time,3679714.0
7910,Shopian,Male,Services,Rural,Nano Entrepreneur,28908.0,12.0,188.0,53.0,Late,1037000.0
7911,Ramban,Male,Tourism,Rural,Nano Entrepreneur,66423.0,36.0,165.0,37.0,Unknown,4193519.0
7912,Reasi,Male,Healthcare,Unknown,Nano Entrepreneur,15298.0,12.0,192.0,74.0,Unknown,1830212.5
7913,Samba,Male,Unknown,Rural,Msme Sunrise Sector,82031.0,12.0,212.0,68.0,Unknown,1869272.0
7914,Ganderbal,Unknown,Retail,Unknown,Unknown,44004.0,36.0,188.0,55.0,Default,24994.0
7915,Kulgam,Female,It,Urban,Nano Entrepreneur,78269.0,12.0,212.0,19.0,Late,1830212.5
7916,Baramulla,Male,Healthcare,Rural,Existing Enterprise,42042.0,36.0,164.0,17.0,Default,1684000.0
7917,Baramulla,Female,Tourism,Rural,Nano Entrepreneur,114480.0,48.0,188.0,82.0,Late,2007811.0
7918,Samba,Male,Services,Urban,Unknown,52763.0,35.12,197.0,64.0,Default,4130000.0
7919,Samba,Female,It,Rural,Existing Enterprise,49063.0,24.0,175.0,34.0,Default,1830212.5
7920,Kulgam,Other,Manufacturing,Urban,Msme Sunrise Sector,62221.0,18.0,212.0,40.0,On-Time,2292000.0
7921,Bandipora,Unknown,Tourism,Unknown,Existing Enterprise,81880.0,35.12,188.0,23.0,Late,2421000.0
7922,Srinagar,Female,Services,Rural,Nano Entrepreneur,64658.0,12.0,164.0,58.0,On-Time,3592000.0
7923,Budgam,Unknown,Agri,Urban,Existing Enterprise,64658.0,24.0,164.0,51.0,Late,5764893.0
7923,Srinagar,Male,It,Rural,Existing Enterprise,10109.0,24.0,197.0,98.0,Late,1830212.5
7925,Kathua,Female,Unknown,Urban,Unknown,118168.0,18.0,188.0,95.0,Default,2593000.0
7926,Ramban,Unknown,Retail,Urban,Nano Entrepreneur,41699.0,48.0,188.0,51.0,Default,1830212.5
7927,Samba,Female,Agri,Rural,Nano Entrepreneur,40915.0,18.0,188.0,21.0,Late,1830212.5
7928,Kulgam,Male,Manufacturing,Rural,Msme Sunrise Sector,81508.0,35.12,164.0,97.0,On-Time,3187727.0
7929,Poonch,Male,Unknown,Urban,Nano Entrepreneur,49173.0,12.0,182.0,56.0,On-Time,3469000.0
7930,Kishtwar,Female,Unknown,Urban,Existing Enterprise,28865.0,35.12,188.0,81.0,On-Time,3280780.0
7931,Srinagar,Male,Tourism,Unknown,Nano Entrepreneur,73393.0,35.12,174.0,77.0,Late,2840000.0
7932,Ramban,Other,Agri,Urban,Nano Entrepreneur,36871.0,18.0,164.0,68.0,On-Time,721000.0
7933,Poonch,Male,Unknown,Unknown,Existing Enterprise,43337.0,60.0,188.0,51.0,Late,1830212.5
7934,Samba,Male,It,Rural,Msme Sunrise Sector,21508.0,12.0,164.0,50.0,On-Time,4779754.0
7935,Kupwara,Unknown,Tourism,Unknown,Nano Entrepreneur,38304.0,18.0,212.0,4.0,Late,4270823.0
7936,Budgam,Unknown,Agri,Urban,Nano Entrepreneur,11121.0,36.0,211.0,57.0,Default,1830212.5
7937,Anantnag,Unknown,Healthcare,Urban,Msme Sunrise Sector,47538.0,35.12,164.0,40.0,Late,3947000.0
7938,Doda,Female,Services,Unknown,Nano Entrepreneur,37130.0,35.12,188.0,53.0,On-Time,48122.0
7939,Bandipora,Male,Manufacturing,Unknown,Unknown,70402.0,35.12,188.0,48.0,On-Time,2110158.0
7940,Udhampur,Other,Healthcare,Rural,Unknown,64658.0,36.0,188.0,78.0,Late,3160752.0
7941,Doda,Male,Services,Urban,Nano Entrepreneur,110189.0,12.0,188.0,65.0,Late,287000.0
7942,Baramulla,Male,Healthcare,Unknown,Nano Entrepreneur,107335.0,36.0,194.0,22.0,Late,23319.0
7943,Reasi,Unknown,Unknown,Urban,Nano Entrepreneur,119671.0,36.0,201.0,87.0,Late,3953119.0
7944,Ramban,Other,Manufacturing,Urban,Unknown,47185.0,24.0,188.0,88.0,Late,5566641.0
7945,Baramulla,Unknown,Manufacturing,Urban,Existing Enterprise,57374.0,18.0,164.0,47.0,On-Time,2474991.0
7946,Rajouri,Female,Retail,Urban,Existing Enterprise,57735.0,36.0,188.0,40.0,On-Time,4916000.0
7947,Ramban,Male,Agri,Unknown,Nano Entrepreneur,79122.0,36.0,188.0,69.0,Late,1830212.5
7948,Samba,Male,It,Unknown,Nano Entrepreneur,58087.0,18.0,188.0,1.0,Unknown,4701000.0
7949,Poonch,Unknown,Retail,Rural,Msme Sunrise Sector,110846.0,35.12,188.0,57.0,Unknown,5260458.0
7950,Baramulla,Male,Tourism,Urban,Existing Enterprise,64658.0,12.0,188.0,43.0,Default,1830212.5
7951,Budgam,Unknown,Manufacturing,Rural,Existing Enterprise,67022.0,18.0,188.0,90.0,Unknown,4652120.0
7952,Poonch,Male,Manufacturing,Urban,Msme Sunrise Sector,18841.0,48.0,166.0,65.0,On-Time,1830212.5
7953,Samba,Male,Unknown,Rural,Unknown,83172.0,36.0,191.0,59.0,On-Time,2021000.0
7954,Jammu,Other,Services,Unknown,Existing Enterprise,107159.0,18.0,188.0,95.0,On-Time,17629.0
7955,Kupwara,Female,Tourism,Rural,Unknown,108878.0,36.0,212.0,44.0,Unknown,26890.0
7956,Pulwama,Male,It,Rural,Existing Enterprise,60744.0,12.0,164.0,86.0,On-Time,4671119.0
7957,Baramulla,Male,Agri,Rural,Existing Enterprise,50829.0,35.12,188.0,43.0,Unknown,1830212.5
7958,Kishtwar,Other,Services,Rural,Nano Entrepreneur,112933.0,36.0,188.0,29.0,Unknown,1867502.0
7959,Budgam,Unknown,Agri,Urban,Existing Enterprise,31816.0,18.0,164.0,51.0,On-Time,21639.0
7960,Srinagar,Male,Unknown,Rural,Nano Entrepreneur,112294.0,48.0,188.0,54.0,Default,1830212.5
7961,Kishtwar,Other,Retail,Rural,Nano Entrepreneur,65145.0,12.0,188.0,21.0,Late,1215000.0
7962,Shopian,Male,Healthcare,Unknown,Existing Enterprise,64751.0,24.0,188.0,59.0,On-Time,17852.0
7963,Anantnag,Other,Manufacturing,Urban,Nano Entrepreneur,21466.0,12.0,188.0,48.0,Late,2855333.0
7964,Reasi,Unknown,Unknown,Urban,Nano Entrepreneur,77182.0,35.12,212.0,41.0,On-Time,1830212.5
7965,Ganderbal,Other,Services,Rural,Nano Entrepreneur,74473.0,35.12,212.0,60.0,Unknown,2023113.0
7966,Budgam,Female,It,Urban,Unknown,25298.0,35.12,212.0,42.0,Late,1498000.0
7967,Pulwama,Male,Tourism,Rural,Unknown,27795.0,18.0,164.0,78.0,Default,10366.0
7968,Reasi,Male,Tourism,Rural,Nano Entrepreneur,116412.0,12.0,188.0,25.0,Default,3848386.0
7969,Ganderbal,Female,Services,Urban,Existing Enterprise,30270.0,35.12,164.0,61.0,Late,1830212.5
7970,Rajouri,Male,Manufacturing,Rural,Existing Enterprise,95550.0,12.0,188.0,90.0,Late,2451252.0
7971,Rajouri,Male,Healthcare,Urban,Msme Sunrise Sector,99084.0,36.0,188.0,61.0,On-Time,3447000.0
7972,Udhampur,Female,Manufacturing,Rural,Nano Entrepreneur,63533.0,24.0,188.0,37.0,Late,41053.0
7973,Bandipora,Male,Tourism,Rural,Nano Entrepreneur,40648.0,60.0,164.0,36.0,Unknown,1034.0
7974,Jammu,Other,Tourism,Unknown,Msme Sunrise Sector,110550.0,48.0,188.0,56.0,Unknown,4307353.0
7975,Samba,Female,It,Unknown,Nano Entrepreneur,53875.0,12.0,188.0,50.0,Late,2690173.0
7976,Kupwara,Other,Unknown,Urban,Nano Entrepreneur,63331.0,48.0,206.0,34.0,Late,2226144.0
7977,Bandipora,Male,Services,Rural,Existing Enterprise,46941.0,60.0,188.0,79.0,On-Time,43643.0
7978,Bandipora,Other,Unknown,Unknown,Msme Sunrise Sector,45283.0,48.0,211.0,56.0,Late,1989862.0
7979,Udhampur,Male,Retail,Urban,Existing Enterprise,62241.0,48.0,188.0,51.0,Late,2475000.0
7980,Samba,Female,Tourism,Rural,Nano Entrepreneur,95983.0,12.0,199.0,70.0,Late,1267153.0
7981,Udhampur,Male,Services,Rural,Existing Enterprise,77768.0,24.0,212.0,34.0,Default,1830212.5
7982,Kupwara,Other,Tourism,Urban,Nano Entrepreneur,51357.0,12.0,205.0,40.0,On-Time,2351121.0
7983,Kupwara,Unknown,It,Rural,Nano Entrepreneur,15431.0,48.0,188.0,60.0,Default,2385988.0
7984,Reasi,Male,Agri,Unknown,Existing Enterprise,75957.0,35.12,188.0,19.0,Late,1730000.0
7985,Baramulla,Other,Agri,Rural,Unknown,11787.0,35.12,179.0,82.0,On-Time,1168912.0
7986,Ganderbal,Other,Services,Unknown,Nano Entrepreneur,58164.0,36.0,188.0,34.0,Default,4308000.0
7987,Rajouri,Unknown,Healthcare,Rural,Existing Enterprise,101368.0,60.0,164.0,13.0,On-Time,1830212.5
7988,Kupwara,Male,It,Urban,Nano Entrepreneur,82328.0,36.0,212.0,95.0,Late,143135.0
7989,Kathua,Male,Agri,Unknown,Nano Entrepreneur,89014.0,12.0,176.0,93.0,Default,1830212.5
7990,Samba,Female,Unknown,Urban,Nano Entrepreneur,64658.0,35.12,212.0,60.0,On-Time,2249000.0
7991,Samba,Male,Tourism,Unknown,Existing Enterprise,108634.0,48.0,188.0,95.0,Late,3833910.0
7992,Shopian,Female,Retail,Unknown,Existing Enterprise,21757.0,18.0,188.0,99.0,Late,2615000.0
7993,Bandipora,Female,Services,Unknown,Nano Entrepreneur,24345.0,35.12,164.0,65.0,Late,25228.0
7994,Jammu,Male,Unknown,Rural,Unknown,89712.0,48.0,188.0,13.0,Late,3293000.0
7995,Kathua,Female,Healthcare,Rural,Existing Enterprise,22970.0,24.0,188.0,41.0,Unknown,2302584.0
7996,Udhampur,Female,Unknown,Rural,Unknown,91799.0,24.0,188.0,24.0,Late,1146102.0
7997,Kathua,Female,Manufacturing,Rural,Nano Entrepreneur,20931.0,36.0,212.0,38.0,On-Time,4662000.0
7998,Shopian,Female,Healthcare,Urban,Unknown,22780.0,60.0,188.0,46.0,On-Time,1707915.0
7999,Samba,Female,Healthcare,Rural,Unknown,107910.0,24.0,212.0,9.0,Late,1830212.5
8000,Budgam,Male,Manufacturing,Urban,Unknown,81963.0,36.0,164.0,18.0,On-Time,4442000.0
8001,Budgam,Male,Services,Unknown,Unknown,87215.0,24.0,212.0,59.0,Late,14302.0
8002,Ganderbal,Male,Unknown,Rural,Existing Enterprise,102223.0,12.0,188.0,85.0,On-Time,24176.0
8003,Rajouri,Male,Agri,Urban,Nano Entrepreneur,64658.0,12.0,188.0,38.0,Unknown,8268.0
8004,Ganderbal,Male,Services,Urban,Existing Enterprise,64996.0,36.0,166.0,19.0,On-Time,787000.0
8005,Udhampur,Other,Unknown,Urban,Existing Enterprise,63458.0,48.0,188.0,15.0,Late,525000.0
8006,Ganderbal,Female,Healthcare,Unknown,Existing Enterprise,30993.0,60.0,164.0,43.0,Late,2681000.0
8007,Doda,Unknown,Services,Rural,Existing Enterprise,9864.0,48.0,188.0,44.0,Late,3190881.0
8008,Baramulla,Female,Tourism,Urban,Nano Entrepreneur,46374.0,48.0,212.0,4.0,On-Time,3262386.0
8009,Jammu,Female,Services,Unknown,Nano Entrepreneur,95543.0,24.0,206.0,51.0,Late,3967048.0
8010,Bandipora,Female,Services,Rural,Existing Enterprise,39876.0,35.12,188.0,43.0,Unknown,3300000.0
8011,Anantnag,Unknown,It,Rural,Nano Entrepreneur,58697.0,12.0,168.0,65.0,Late,2994780.0
8012,Rajouri,Female,Unknown,Unknown,Unknown,53791.0,12.0,164.0,3.0,Late,2790000.0
8013,Udhampur,Female,Retail,Urban,Msme Sunrise Sector,106837.0,48.0,212.0,95.0,Late,3676438.0
8014,Budgam,Female,Agri,Rural,Msme Sunrise Sector,30890.0,35.12,188.0,44.0,On-Time,2283000.0
8015,Doda,Unknown,Healthcare,Rural,Msme Sunrise Sector,42318.0,24.0,186.0,31.0,Late,1830212.5
8016,Kishtwar,Male,It,Unknown,Nano Entrepreneur,113390.0,36.0,188.0,25.0,Default,4288000.0
8017,Budgam,Other,Retail,Unknown,Existing Enterprise,104441.0,60.0,188.0,51.0,Late,1830212.5
8018,Poonch,Female,Manufacturing,Rural,Existing Enterprise,59480.0,12.0,164.0,5.0,Default,69776.0
8019,Srinagar,Female,Services,Rural,Existing Enterprise,77864.0,48.0,212.0,45.0,Late,7484.0
8020,Ganderbal,Female,It,Urban,Nano Entrepreneur,57733.0,18.0,164.0,61.0,Default,14622.0
8021,Kishtwar,Male,It,Rural,Existing Enterprise,64658.0,18.0,188.0,29.0,Late,327000.0
8022,Kathua,Unknown,Services,Rural,Existing Enterprise,11151.0,60.0,194.0,50.0,Late,5393.0
8023,Bandipora,Male,Retail,Unknown,Msme Sunrise Sector,49795.0,18.0,211.0,64.0,Late,1830212.5
8024,Bandipora,Male,Healthcare,Unknown,Existing Enterprise,64658.0,35.12,188.0,96.0,Late,1830212.5
8025,Pulwama,Female,Tourism,Urban,Nano Entrepreneur,49329.0,36.0,212.0,77.0,Late,662000.0
8026,Kupwara,Male,Services,Unknown,Nano Entrepreneur,99340.0,18.0,212.0,10.0,On-Time,31179.0
8027,Shopian,Male,Manufacturing,Urban,Nano Entrepreneur,10006.0,18.0,205.0,59.0,Unknown,1192288.0
8028,Ganderbal,Male,Retail,Rural,Nano Entrepreneur,19388.0,36.0,166.0,30.0,Late,4446793.0
8029,Srinagar,Female,Services,Urban,Nano Entrepreneur,23934.0,18.0,188.0,85.0,Unknown,1830212.5
8030,Srinagar,Male,Tourism,Rural,Unknown,101111.0,24.0,188.0,7.0,On-Time,1138437.0
8031,Ramban,Male,Retail,Urban,Existing Enterprise,48410.0,60.0,194.0,84.0,On-Time,21011.0
8032,Ganderbal,Unknown,Retail,Urban,Nano Entrepreneur,116231.0,24.0,188.0,68.0,On-Time,4980758.0
8033,Jammu,Unknown,It,Rural,Msme Sunrise Sector,24451.0,35.12,175.0,91.0,Late,3809612.0
8034,Samba,Male,Retail,Unknown,Nano Entrepreneur,55224.0,18.0,164.0,90.0,Late,2975254.0
8035,Samba,Male,Services,Rural,Nano Entrepreneur,79406.0,35.12,193.0,2.0,Default,11036.0
8036,Kupwara,Unknown,Manufacturing,Urban,Nano Entrepreneur,92202.0,60.0,188.0,56.0,On-Time,4763114.0
8037,Samba,Unknown,Retail,Rural,Msme Sunrise Sector,60066.0,18.0,188.0,10.0,Default,3963226.0
8038,Udhampur,Unknown,Retail,Rural,Existing Enterprise,110603.0,12.0,164.0,78.0,Late,1910379.0
8039,Kupwara,Unknown,Unknown,Urban,Nano Entrepreneur,41335.0,60.0,188.0,51.0,Late,16283.0
8040,Shopian,Female,Retail,Unknown,Unknown,59527.0,24.0,164.0,50.0,Default,1830212.5
8041,Kathua,Male,Retail,Urban,Msme Sunrise Sector,10841.0,12.0,188.0,42.0,Unknown,4575000.0
8042,Jammu,Female,Manufacturing,Unknown,Existing Enterprise,94688.0,36.0,164.0,80.0,Late,3368244.0
8043,Baramulla,Female,It,Unknown,Unknown,64658.0,36.0,188.0,85.0,On-Time,31634.0
8044,Budgam,Unknown,It,Rural,Existing Enterprise,108591.0,60.0,188.0,89.0,On-Time,565000.0
8045,Anantnag,Female,Agri,Urban,Unknown,30647.0,18.0,188.0,10.0,On-Time,4858677.0
8046,Doda,Other,Retail,Rural,Nano Entrepreneur,64476.0,48.0,188.0,51.0,Default,4190523.0
8047,Ganderbal,Female,It,Urban,Nano Entrepreneur,64658.0,48.0,188.0,11.0,Late,863568.0
8048,Ramban,Male,Healthcare,Urban,Existing Enterprise,64658.0,35.12,212.0,51.0,Late,2573000.0
8049,Ganderbal,Female,Manufacturing,Rural,Unknown,64658.0,48.0,180.0,52.0,On-Time,4027000.0
8050,Bandipora,Male,Manufacturing,Rural,Unknown,79480.0,18.0,164.0,86.0,Default,48858.0
8051,Reasi,Male,Services,Rural,Existing Enterprise,33072.0,18.0,212.0,32.0,On-Time,1830212.5
8052,Poonch,Female,Retail,Rural,Existing Enterprise,24616.0,35.12,209.0,48.0,Default,1615669.0
8053,Ganderbal,Male,Retail,Rural,Nano Entrepreneur,81091.0,35.12,164.0,28.0,Default,2041072.0
8054,Udhampur,Male,Unknown,Rural,Nano Entrepreneur,99875.0,48.0,164.0,25.0,Late,3223648.0
8055,Doda,Female,Healthcare,Urban,Nano Entrepreneur,87578.0,12.0,188.0,23.0,Late,2414687.0
8056,Reasi,Male,Services,Rural,Existing Enterprise,64658.0,12.0,212.0,65.0,On-Time,47383.0
8057,Ganderbal,Unknown,Unknown,Rural,Nano Entrepreneur,75321.0,60.0,164.0,100.0,Default,663155.0
8058,Doda,Female,Retail,Rural,Unknown,69523.0,36.0,188.0,2.0,Unknown,5464451.0
8059,Kupwara,Male,Unknown,Urban,Nano Entrepreneur,34960.0,60.0,164.0,47.0,Late,4025401.0
8060,Kishtwar,Female,Manufacturing,Rural,Existing Enterprise,101400.0,60.0,188.0,32.0,Late,44622.0
8061,Udhampur,Other,Retail,Urban,Nano Entrepreneur,88668.0,24.0,188.0,52.0,On-Time,4721152.0
8062,Anantnag,Male,It,Rural,Nano Entrepreneur,39260.0,18.0,188.0,84.0,On-Time,4890891.0
8063,Kishtwar,Other,Manufacturing,Urban,Existing Enterprise,36548.0,48.0,164.0,41.0,Unknown,1051000.0
8064,Udhampur,Female,Healthcare,Urban,Msme Sunrise Sector,60488.0,35.12,212.0,46.0,Unknown,1316000.0
8065,Kishtwar,Unknown,Services,Urban,Nano Entrepreneur,92903.0,24.0,210.0,59.0,On-Time,4427900.0
8066,Kishtwar,Male,Retail,Rural,Nano Entrepreneur,98112.0,48.0,188.0,92.0,Unknown,4018381.0
8067,Doda,Female,Unknown,Rural,Nano Entrepreneur,79057.0,24.0,212.0,67.0,On-Time,5565136.0
8068,Ganderbal,Female,Retail,Rural,Unknown,64658.0,18.0,164.0,59.0,Late,1065180.0
8069,Baramulla,Female,Agri,Unknown,Msme Sunrise Sector,10669.0,48.0,212.0,51.0,On-Time,1830212.5
8070,Kishtwar,Other,Unknown,Unknown,Existing Enterprise,25615.0,48.0,188.0,1.0,On-Time,5997025.0
