Application ID,Application Date,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Loan_Amount_INR,Project_Cost_INR
8119.0,2022-07-11,Pulwama,Male,Unknown,Locomotor,Unknown,Retail,JKBK034398,34.0,13.0,46.0,100.0,27.0,212.0,118511.0,48.0,9.56,17897.0,0.29881065503497617,94.0,0.69,Late,1795559.0,5785560.0
8120.0,,Kulgam,Unknown,Urban,Unknown,Msme Sunrise Sector,Healthcare,JKBK063007,26.0,39.0,51.0,64.0,36.0,212.0,13043.0,48.0,12.95,17897.0,0.29881065503497617,34.0,0.83,Late,1830212.5,5237509.0
8121.0,,Jammu,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK045432,26.0,70.0,32.0,116.0,37.0,188.0,66003.0,35.11829804789004,7.78,17897.0,0.29881065503497617,88.0,0.07,Late,1830212.5,40025.0
8122.0,2023-04-13,Jammu,Female,Urban,Hearing,Existing Enterprise,Manufacturing,JKBK025453,32.0,33.0,40.0,37.0,21.0,164.0,64658.0,24.0,10.56,17897.0,0.29881065503497617,49.0,0.19,Late,4534330.0,2301000.0
8123.0,2026-11-12,Ramban,Male,Unknown,Unknown,Msme Sunrise Sector,Services,JKBK041666,18.0,73.0,53.0,19.0,17.0,180.0,71830.0,24.0,13.21,17897.0,0.29881065503497617,33.0,0.46,Late,4332592.0,9559.0
8124.0,2023-07-27,Pulwama,Male,Urban,Unknown,Msme Sunrise Sector,It,JKBK077806,20.0,37.0,32.0,65.0,22.0,188.0,14713.0,35.11829804789004,12.54,17897.0,0.29881065503497617,2.0,0.25,On-Time,1848688.0,3716613.0
8125.0,,Ramban,Female,Urban,Unknown,Unknown,It,JKBK088041,22.0,37.0,58.0,81.0,20.0,212.0,29055.0,48.0,14.03,17897.0,0.29881065503497617,16.0,0.6,Default,453000.0,4311841.0
8126.0,,Pulwama,Unknown,Urban,Multiple,Msme Sunrise Sector,Retail,JKBK041667,20.0,48.0,47.0,75.0,31.0,188.0,45834.0,36.0,9.56,17897.0,0.29881065503497617,26.0,0.86,On-Time,3391580.0,2472.0
8127.0,2024-09-16,Ganderbal,Male,Rural,Unknown,Msme Sunrise Sector,Agri,JKBK034322,38.0,16.0,11.0,84.0,26.0,175.0,39181.0,24.0,8.99,17897.0,0.29881065503497617,33.0,0.8,On-Time,5125903.0,155863.0
8128.0,,Ganderbal,Unknown,Urban,Unknown,Existing Enterprise,Tourism,JKBK025888,13.0,50.0,28.0,107.0,15.0,212.0,70174.0,12.0,13.16,17897.0,0.29881065503497617,51.0,0.47,Default,1830212.5,2301000.0
8129.0,,Anantnag,Female,Urban,Locomotor,Nano Entrepreneur,Agri,JKBK032602,2.0,76.0,8.0,12.0,15.0,164.0,85407.0,48.0,6.75,17897.0,0.29881065503497617,56.0,0.33,Unknown,1101033.0,14974.0
8130.0,2023-09-16,Reasi,Unknown,Rural,Visual,Existing Enterprise,Agri,JKBK041524,17.0,35.0,45.0,65.0,24.0,188.0,118189.0,24.0,7.02,17897.0,0.29881065503497617,51.0,0.51,Default,5197486.0,3350000.0
8131.0,2021-08-02,Shopian,Female,Urban,Unknown,Unknown,It,JKBK096895,26.0,48.0,15.0,96.0,43.0,188.0,55484.0,35.11829804789004,9.87,17897.0,0.29881065503497617,77.0,0.89,Unknown,1830212.5,2301000.0
8132.0,2024-04-16,Shopian,Male,Rural,Hearing,Unknown,Unknown,JKBK075986,15.0,30.0,15.0,12.0,11.0,164.0,46163.0,48.0,13.6,17897.0,0.29881065503497617,93.0,0.32,On-Time,1439107.0,4500582.0
8133.0,2026-11-08,Reasi,Unknown,Rural,Visual,Unknown,Unknown,JKBK034322,24.0,55.0,33.0,38.0,28.0,178.0,56529.0,36.0,12.69,17897.0,0.29881065503497617,41.0,0.05,On-Time,44021.0,21823.0
8134.0,2023-06-03,Reasi,Unknown,Rural,Hearing,Existing Enterprise,Healthcare,JKBK045668,2.0,48.0,16.0,109.0,24.0,188.0,98418.0,35.11829804789004,8.95,17897.0,0.29881065503497617,49.0,0.34,Default,1067330.0,59621.0
8135.0,2022-02-11,Srinagar,Female,Urban,Visual,Msme Sunrise Sector,It,JKBK071097,30.0,12.0,32.0,61.0,6.0,188.0,42284.0,18.0,9.64,17897.0,0.29881065503497617,51.0,0.42,Default,1830212.5,2301000.0
8136.0,2025-01-05,Baramulla,Other,Urban,Unknown,Existing Enterprise,It,JKBK022929,9.0,20.0,44.0,111.0,25.0,209.0,44028.0,18.0,10.91,17897.0,0.29881065503497617,2.0,0.83,Late,2811000.0,2301000.0
8137.0,2024-08-07,Bandipora,Female,Rural,Unknown,Existing Enterprise,Healthcare,JKBK076492,2.0,36.0,44.0,118.0,45.0,212.0,19864.0,60.0,10.15,17897.0,0.29881065503497617,72.0,0.63,Late,3930000.0,45977.0
8137.0,,Ramban,Unknown,Unknown,Unknown,Nano Entrepreneur,Retail,JKBK032167,0.0,17.0,8.0,64.0,12.0,164.0,103949.0,48.0,8.7,17897.0,0.29881065503497617,12.0,0.38,Late,3405234.0,3726449.0
8139.0,2021-06-28,Jammu,Male,Unknown,Hearing,Nano Entrepreneur,Tourism,JKBK032290,19.0,10.0,32.0,108.0,40.0,188.0,97155.0,18.0,12.62,17897.0,0.29881065503497617,83.0,0.25,Late,47105.0,25610.0
8140.0,2025-02-19,Pulwama,Male,Rural,Unknown,Nano Entrepreneur,Services,JKBK033759,11.0,48.0,4.0,107.0,30.0,188.0,28272.0,18.0,10.82,17897.0,0.29881065503497617,47.0,0.7,Late,13347.0,2932000.0
8141.0,2023-06-03,Rajouri,Other,Rural,Unknown,Existing Enterprise,Manufacturing,JKBK077989,22.0,32.0,36.0,49.0,16.0,164.0,93310.0,24.0,8.91,17897.0,0.29881065503497617,19.0,0.97,Late,3480901.0,15099.0
8142.0,2023-06-15,Kathua,Other,Urban,Unknown,Nano Entrepreneur,Retail,JKBK039783,7.0,52.0,30.0,115.0,32.0,212.0,109048.0,35.11829804789004,10.38,17897.0,0.29881065503497617,45.0,0.15,Unknown,1912000.0,5303618.0
8143.0,,Poonch,Male,Urban,Unknown,Unknown,Manufacturing,JKBK058342,20.0,62.0,51.0,65.0,8.0,188.0,78727.0,60.0,9.04,17897.0,0.29881065503497617,3.0,0.33,On-Time,1344603.0,2301000.0
8144.0,,Rajouri,Male,Urban,Locomotor,Existing Enterprise,Tourism,JKBK012710,32.0,40.0,42.0,45.0,26.0,185.0,114624.0,48.0,12.06,17897.0,0.29881065503497617,96.0,0.5051130000081706,Unknown,2248211.0,1026962.0
8145.0,,Samba,Other,Rural,Locomotor,Msme Sunrise Sector,Services,JKBK062055,19.0,25.0,6.0,65.0,14.0,188.0,43217.0,12.0,10.96,17897.0,0.29881065503497617,64.0,0.85,On-Time,1656000.0,2301000.0
8146.0,2022-07-21,Kishtwar,Female,Urban,Hearing,Msme Sunrise Sector,Agri,JKBK021968,20.0,71.0,43.0,31.0,11.0,188.0,26002.0,12.0,12.63,17897.0,0.29881065503497617,10.0,0.38,Unknown,603874.0,3265836.0
8147.0,2024-06-24,Udhampur,Male,Rural,Locomotor,Existing Enterprise,It,JKBK063007,20.0,11.0,23.0,103.0,32.0,188.0,87236.0,60.0,7.54,17897.0,0.29881065503497617,55.0,0.7,Default,1409000.0,4488000.0
8148.0,2022-12-08,Samba,Male,Unknown,Locomotor,Nano Entrepreneur,Manufacturing,JKBK028441,38.0,16.0,13.0,65.0,35.0,188.0,59878.0,60.0,7.53,17897.0,0.29881065503497617,81.0,0.12,Unknown,4032080.0,2301000.0
8149.0,,Samba,Male,Rural,Unknown,Unknown,Tourism,JKBK060653,2.0,56.0,32.0,113.0,24.0,188.0,110808.0,12.0,13.74,17897.0,0.29881065503497617,80.0,0.48,Late,834000.0,4223.0
8150.0,2026-03-09,Doda,Unknown,Unknown,Visual,Nano Entrepreneur,Manufacturing,JKBK013021,7.0,8.0,9.0,71.0,23.0,164.0,63323.0,24.0,13.13,17897.0,0.29881065503497617,36.0,0.85,Late,2372000.0,2301000.0
8151.0,2022-10-27,Baramulla,Male,Urban,Hearing,Nano Entrepreneur,Manufacturing,JKBK065431,40.0,16.0,48.0,96.0,13.0,212.0,64658.0,48.0,9.96,17897.0,0.29881065503497617,51.0,0.35,On-Time,34860.0,15176.0
8152.0,2022-06-02,Samba,Other,Unknown,Locomotor,Unknown,Tourism,JKBK027991,36.0,46.0,17.0,102.0,21.0,212.0,16835.0,60.0,7.08,17897.0,0.29881065503497617,68.0,0.36,Late,1830212.5,2301000.0
8153.0,2024-07-21,Ganderbal,Female,Rural,Unknown,Nano Entrepreneur,It,JKBK061718,35.0,29.0,32.0,80.0,6.0,188.0,64658.0,18.0,13.18,17897.0,0.29881065503497617,51.0,0.63,Late,1830212.5,53764.0
8154.0,2026-10-27,Poonch,Female,Urban,Hearing,Msme Sunrise Sector,Healthcare,JKBK015626,20.0,11.0,47.0,88.0,32.0,198.0,57297.0,60.0,9.9,17897.0,0.29881065503497617,85.0,0.3,Late,4592108.0,2301000.0
8155.0,2024-03-24,Kupwara,Male,Urban,Locomotor,Unknown,Unknown,JKBK085494,20.0,11.0,46.0,74.0,41.0,188.0,98175.0,36.0,12.11,17897.0,0.29881065503497617,61.0,0.3,Default,247000.0,4560000.0
8156.0,2021-12-13,Kupwara,Female,Urban,Visual,Nano Entrepreneur,Unknown,JKBK036890,8.0,48.0,31.0,19.0,8.0,188.0,111822.0,35.11829804789004,7.89,17897.0,0.29881065503497617,35.0,0.79,Late,2140908.0,5746489.0
8157.0,2024-09-05,Doda,Other,Rural,Unknown,Existing Enterprise,Healthcare,JKBK077111,38.0,23.0,40.0,96.0,18.0,212.0,42672.0,24.0,12.33,17897.0,0.29881065503497617,9.0,0.51,On-Time,1830212.5,2301000.0
8158.0,2021-11-28,Bandipora,Female,Urban,Unknown,Existing Enterprise,Manufacturing,JKBK011500,20.0,30.0,30.0,97.0,24.0,188.0,50962.0,60.0,12.18,17897.0,0.29881065503497617,18.0,0.36,Late,3999846.0,5942701.0
8159.0,,Rajouri,Male,Rural,Unknown,Nano Entrepreneur,Agri,JKBK045985,20.0,12.0,6.0,44.0,20.0,188.0,94520.0,35.11829804789004,13.01,17897.0,0.29881065503497617,74.0,0.97,Default,3046644.0,3183000.0
8160.0,,Kupwara,Unknown,Urban,Unknown,Unknown,Services,JKBK082830,5.0,32.0,47.0,72.0,5.0,164.0,25672.0,24.0,9.34,17897.0,0.29881065503497617,87.0,0.46,On-Time,1440000.0,25153.0
8161.0,,Udhampur,Male,Unknown,Hearing,Existing Enterprise,Unknown,JKBK054076,15.0,84.0,9.0,114.0,24.0,212.0,21089.0,36.0,14.06,17897.0,0.29881065503497617,41.0,0.58,On-Time,21271.0,51998.0
8161.0,2022-09-01,Anantnag,Male,Urban,Locomotor,Msme Sunrise Sector,Retail,JKBK020035,30.0,66.0,30.0,65.0,11.0,188.0,21289.0,35.11829804789004,9.23,17897.0,0.29881065503497617,12.0,0.86,Late,46182.0,4734000.0
8163.0,,Udhampur,Female,Rural,Unknown,Nano Entrepreneur,Manufacturing,JKBK033776,20.0,84.0,60.0,47.0,32.0,188.0,46104.0,36.0,8.25,17897.0,0.29881065503497617,89.0,0.42,On-Time,1830212.5,40733.0
8164.0,2025-05-04,Kathua,Female,Rural,Unknown,Unknown,Tourism,JKBK083736,15.0,46.0,54.0,62.0,25.0,202.0,35424.0,60.0,6.93,17897.0,0.29881065503497617,45.0,0.65,Unknown,3999794.0,49484.0
8165.0,2024-07-08,Ganderbal,Unknown,Unknown,Unknown,Unknown,It,JKBK015811,17.0,5.0,23.0,12.0,37.0,164.0,109133.0,12.0,7.36,17897.0,0.29881065503497617,21.0,0.13,Late,1830212.5,59382.0
8166.0,,Bandipora,Female,Urban,Unknown,Existing Enterprise,Tourism,JKBK045432,21.0,20.0,17.0,16.0,27.0,164.0,81984.0,36.0,10.6,17897.0,0.29881065503497617,21.0,0.06,On-Time,1830212.5,3954000.0
8167.0,2023-02-19,Anantnag,Male,Rural,Locomotor,Unknown,Retail,JKBK086231,40.0,8.0,60.0,37.0,16.0,164.0,54789.0,12.0,8.01,17897.0,0.29881065503497617,51.0,0.99,Unknown,1830212.5,464000.0
8168.0,2026-09-17,Ramban,Unknown,Urban,Multiple,Existing Enterprise,Healthcare,JKBK073263,20.0,22.0,40.0,65.0,34.0,188.0,119808.0,18.0,7.53,17897.0,0.29881065503497617,77.0,0.4,Late,16792.0,2385721.0
8169.0,2025-09-24,Kulgam,Female,Rural,Unknown,Nano Entrepreneur,Services,JKBK054644,9.0,68.0,32.0,55.0,22.0,188.0,70371.0,18.0,6.86,17897.0,0.29881065503497617,58.0,0.94,Late,1830212.5,3080139.0
8170.0,,Poonch,Unknown,Rural,Unknown,Nano Entrepreneur,It,JKBK026826,26.0,33.0,39.0,101.0,19.0,212.0,64658.0,35.11829804789004,10.3,17897.0,0.29881065503497617,40.0,0.02,On-Time,26541.0,4852190.0
8171.0,,Reasi,Male,Rural,Unknown,Unknown,Services,JKBK026095,38.0,44.0,39.0,65.0,43.0,188.0,107211.0,60.0,8.42,17897.0,0.29881065503497617,11.0,0.85,Unknown,44295.0,34847.0
8172.0,2025-11-19,Samba,Other,Unknown,Unknown,Existing Enterprise,Services,JKBK071950,34.0,48.0,32.0,43.0,26.0,188.0,77377.0,24.0,14.07,17897.0,0.29881065503497617,78.0,0.38,Late,49339.0,136778.0
8173.0,,Kathua,Male,Rural,Unknown,Unknown,Agri,JKBK062055,20.0,82.0,12.0,44.0,13.0,188.0,68851.0,48.0,7.56,17897.0,0.29881065503497617,83.0,0.63,Default,13335.0,3797053.0
8174.0,,Kulgam,Unknown,Rural,Multiple,Nano Entrepreneur,Retail,JKBK055585,13.0,52.0,4.0,108.0,29.0,206.0,31279.0,24.0,11.48,17897.0,0.29881065503497617,36.0,0.5051130000081706,Unknown,1830212.5,52813.0
8174.0,2021-01-17,Poonch,Female,Rural,Locomotor,Nano Entrepreneur,Manufacturing,JKBK079491,26.0,39.0,31.0,29.0,5.0,164.0,34738.0,18.0,14.2,17897.0,0.29881065503497617,38.0,0.86,On-Time,1240821.0,3495248.0
8176.0,2025-03-28,Shopian,Other,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK050548,11.0,79.0,15.0,65.0,6.0,188.0,45330.0,18.0,6.78,17897.0,0.29881065503497617,62.0,0.46,Late,2786450.0,1292000.0
8177.0,,Kishtwar,Female,Urban,Unknown,Unknown,It,JKBK053564,26.0,56.0,32.0,21.0,38.0,173.0,61351.0,48.0,7.23,17897.0,0.29881065503497617,56.0,0.07,Late,17871.0,4635078.0
8178.0,2023-11-26,Rajouri,Female,Rural,Visual,Msme Sunrise Sector,Unknown,JKBK030255,8.0,56.0,58.0,65.0,16.0,188.0,17827.0,36.0,12.48,17897.0,0.29881065503497617,75.0,0.69,Default,1468000.0,908662.0
8179.0,2026-10-19,Reasi,Male,Unknown,Unknown,Existing Enterprise,Manufacturing,JKBK026095,25.0,87.0,32.0,72.0,34.0,188.0,64658.0,24.0,6.86,17897.0,0.29881065503497617,77.0,0.84,Default,840000.0,2301000.0
8180.0,2025-03-10,Ramban,Female,Unknown,Unknown,Nano Entrepreneur,Agri,JKBK021950,20.0,64.0,17.0,14.0,2.0,188.0,112512.0,18.0,10.89,17897.0,0.29881065503497617,9.0,0.13,Unknown,40481.0,25021.0
8181.0,2021-06-06,Bandipora,Female,Urban,Visual,Unknown,Manufacturing,JKBK093771,33.0,77.0,5.0,57.0,31.0,203.0,14791.0,12.0,13.7,17897.0,0.29881065503497617,92.0,0.16,Late,49298.0,2301000.0
8182.0,2025-05-14,Budgam,Male,Rural,Locomotor,Nano Entrepreneur,Healthcare,JKBK027223,6.0,12.0,59.0,25.0,41.0,164.0,86222.0,12.0,13.88,17897.0,0.29881065503497617,51.0,0.27,Unknown,1830212.5,24088.0
8183.0,2022-12-12,Jammu,Female,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK024855,13.0,87.0,3.0,73.0,26.0,202.0,54274.0,35.11829804789004,10.56,17897.0,0.29881065503497617,82.0,0.48,Late,349000.0,58644.0
8184.0,2025-11-28,Samba,Female,Unknown,Visual,Nano Entrepreneur,Agri,JKBK022929,3.0,44.0,37.0,84.0,24.0,188.0,31789.0,48.0,7.96,17897.0,0.29881065503497617,51.0,0.51,Unknown,5686190.0,21108.0
8185.0,2022-04-11,Budgam,Female,Rural,Hearing,Msme Sunrise Sector,Retail,JKBK049320,9.0,6.0,23.0,25.0,19.0,164.0,54832.0,18.0,9.45,17897.0,0.29881065503497617,51.0,0.24,Late,1830212.5,21050.0
8186.0,2023-10-22,Ganderbal,Unknown,Urban,Unknown,Existing Enterprise,Manufacturing,JKBK092433,20.0,10.0,23.0,48.0,17.0,188.0,30336.0,60.0,8.11,17897.0,0.29881065503497617,31.0,0.72,Default,3629106.0,31687.0
8187.0,2023-05-04,Reasi,Unknown,Rural,Multiple,Existing Enterprise,Agri,JKBK086898,7.0,15.0,52.0,25.0,12.0,164.0,44099.0,18.0,6.61,17897.0,0.29881065503497617,18.0,0.42,Unknown,743000.0,5049391.0
8188.0,,Kupwara,Female,Urban,Hearing,Msme Sunrise Sector,Tourism,JKBK012110,20.0,45.0,58.0,113.0,9.0,188.0,75825.0,48.0,11.7,17897.0,0.29881065503497617,66.0,0.88,On-Time,1130319.0,38384.0
8189.0,2024-05-01,Kulgam,Female,Rural,Unknown,Unknown,Healthcare,JKBK080724,37.0,90.0,56.0,65.0,24.0,188.0,21791.0,48.0,10.06,17897.0,0.29881065503497617,56.0,0.17,Late,1884000.0,4449000.0
8190.0,,Kulgam,Male,Unknown,Locomotor,Nano Entrepreneur,It,JKBK086898,29.0,56.0,45.0,30.0,24.0,188.0,23194.0,18.0,14.27,17897.0,0.29881065503497617,55.0,0.47,Late,1830212.5,54141.0
8191.0,2021-02-27,Srinagar,Unknown,Rural,Unknown,Unknown,Services,JKBK016185,10.0,48.0,38.0,65.0,12.0,188.0,14964.0,24.0,14.03,17897.0,0.29881065503497617,70.0,0.65,On-Time,3145839.0,4332000.0
8192.0,,Kupwara,Male,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK034482,29.0,26.0,9.0,89.0,24.0,188.0,18164.0,36.0,8.91,17897.0,0.29881065503497617,26.0,0.91,Default,3754248.0,2950597.0
8193.0,2022-10-05,Bandipora,Other,Urban,Unknown,Msme Sunrise Sector,It,JKBK032497,38.0,15.0,7.0,7.0,24.0,164.0,64413.0,18.0,6.78,17897.0,0.29881065503497617,90.0,0.63,Default,22779.0,1352000.0
8194.0,,Udhampur,Unknown,Unknown,Hearing,Nano Entrepreneur,Tourism,JKBK072127,8.0,43.0,20.0,73.0,38.0,182.0,75552.0,35.11829804789004,10.26,17897.0,0.29881065503497617,13.0,0.5,On-Time,3855000.0,1863000.0
8195.0,2021-01-24,Poonch,Male,Unknown,Hearing,Nano Entrepreneur,Retail,JKBK037553,30.0,45.0,27.0,38.0,40.0,180.0,16050.0,12.0,7.81,17897.0,0.29881065503497617,97.0,0.51,Default,1051000.0,6269000.0
8196.0,,Budgam,Female,Urban,Multiple,Existing Enterprise,Services,JKBK083305,20.0,71.0,44.0,67.0,43.0,188.0,47979.0,60.0,13.3,17897.0,0.29881065503497617,36.0,0.09,Default,1830212.5,4144913.0
8197.0,,Kulgam,Other,Unknown,Multiple,Existing Enterprise,Agri,JKBK086887,22.0,32.0,56.0,48.0,36.0,194.0,19234.0,12.0,11.02,17897.0,0.29881065503497617,66.0,0.77,On-Time,4998000.0,511455.0
8198.0,2025-11-12,Baramulla,Female,Unknown,Locomotor,Msme Sunrise Sector,Healthcare,JKBK092458,9.0,42.0,7.0,98.0,26.0,182.0,62096.0,12.0,9.71,17897.0,0.29881065503497617,4.0,0.07,On-Time,112915.0,23743.0
8199.0,2026-11-18,Shopian,Female,Unknown,Visual,Unknown,Tourism,JKBK067164,7.0,9.0,15.0,101.0,33.0,165.0,35559.0,35.11829804789004,10.01,17897.0,0.29881065503497617,68.0,0.2,Late,1644000.0,3798000.0
8200.0,2024-04-19,Jammu,Unknown,Rural,Unknown,Nano Entrepreneur,Retail,JKBK076492,29.0,38.0,16.0,12.0,13.0,164.0,57364.0,12.0,9.13,17897.0,0.29881065503497617,7.0,0.17,Late,686109.0,191000.0
8201.0,,Doda,Male,Urban,Hearing,Existing Enterprise,Tourism,JKBK058595,17.0,37.0,59.0,117.0,9.0,212.0,106411.0,60.0,6.58,17897.0,0.29881065503497617,98.0,0.09,Unknown,3856000.0,2301000.0
8202.0,2023-12-13,Pulwama,Female,Urban,Unknown,Nano Entrepreneur,It,JKBK011500,20.0,21.0,60.0,118.0,18.0,188.0,51116.0,36.0,13.65,17897.0,0.29881065503497617,35.0,0.7,Late,1808026.0,1240000.0
8203.0,,Kulgam,Male,Urban,Visual,Nano Entrepreneur,Retail,JKBK067164,37.0,74.0,7.0,111.0,7.0,212.0,63650.0,24.0,11.49,17897.0,0.29881065503497617,1.0,0.96,Default,1830212.5,3659332.0
8204.0,2025-06-09,Kupwara,Other,Urban,Multiple,Nano Entrepreneur,Agri,JKBK058342,17.0,58.0,54.0,17.0,24.0,170.0,51913.0,12.0,13.04,17897.0,0.29881065503497617,63.0,0.87,Unknown,3982000.0,101898.0
8205.0,,Shopian,Female,Unknown,Multiple,Nano Entrepreneur,Retail,JKBK062215,2.0,45.0,52.0,58.0,41.0,198.0,114870.0,36.0,8.08,17897.0,0.29881065503497617,88.0,0.64,Unknown,1830212.5,2301000.0
8206.0,2021-11-14,Shopian,Female,Urban,Unknown,Existing Enterprise,Retail,JKBK024855,40.0,15.0,39.0,115.0,4.0,212.0,87897.0,48.0,12.7,17897.0,0.29881065503497617,76.0,0.63,Late,1830212.5,6247934.0
8207.0,,Baramulla,Unknown,Unknown,Hearing,Unknown,It,JKBK063696,20.0,89.0,38.0,95.0,19.0,188.0,9395.0,35.11829804789004,12.11,17897.0,0.29881065503497617,48.0,0.49,Default,81000.0,3491909.0
8208.0,2025-06-13,Baramulla,Female,Rural,Multiple,Msme Sunrise Sector,Manufacturing,JKBK060856,7.0,25.0,14.0,16.0,4.0,164.0,108162.0,36.0,9.06,17897.0,0.29881065503497617,41.0,0.93,On-Time,4994000.0,1371248.0
8209.0,2024-08-04,Jammu,Female,Rural,Visual,Existing Enterprise,It,JKBK083848,35.0,48.0,17.0,65.0,23.0,188.0,114586.0,60.0,13.62,17897.0,0.29881065503497617,78.0,0.32,Late,1321194.0,34771.0
8210.0,2023-05-22,Ganderbal,Unknown,Unknown,Unknown,Msme Sunrise Sector,Services,JKBK071950,21.0,33.0,6.0,7.0,15.0,164.0,93015.0,60.0,11.96,17897.0,0.29881065503497617,34.0,0.01,Late,1830212.5,3912000.0
8211.0,,Pulwama,Male,Urban,Visual,Msme Sunrise Sector,Retail,JKBK070268,16.0,81.0,6.0,53.0,31.0,187.0,50491.0,35.11829804789004,11.69,17897.0,0.29881065503497617,91.0,0.86,Unknown,1830212.5,4410000.0
8212.0,,Reasi,Other,Unknown,Unknown,Unknown,Unknown,JKBK080092,24.0,19.0,58.0,24.0,15.0,164.0,91122.0,18.0,9.78,17897.0,0.29881065503497617,19.0,0.5051130000081706,On-Time,1580166.0,5561056.0
8213.0,2023-06-28,Reasi,Other,Rural,Unknown,Nano Entrepreneur,It,JKBK071310,27.0,28.0,9.0,119.0,4.0,187.0,76606.0,18.0,9.28,17897.0,0.29881065503497617,47.0,0.28,On-Time,1260407.0,4384107.0
8214.0,,Kupwara,Male,Urban,Visual,Unknown,It,JKBK074756,22.0,88.0,6.0,112.0,9.0,212.0,53883.0,18.0,8.71,17897.0,0.29881065503497617,65.0,0.6,Default,859000.0,2542000.0
8215.0,,Samba,Female,Urban,Multiple,Msme Sunrise Sector,It,JKBK037043,38.0,43.0,17.0,26.0,6.0,164.0,42147.0,24.0,10.8,17897.0,0.29881065503497617,66.0,0.9,Late,1830212.5,56232.0
8216.0,2025-03-26,Budgam,Female,Urban,Unknown,Existing Enterprise,Agri,JKBK081997,36.0,25.0,27.0,64.0,44.0,196.0,96775.0,48.0,11.76,17897.0,0.29881065503497617,30.0,0.64,On-Time,2093273.0,5401000.0
8217.0,,Kathua,Male,Unknown,Multiple,Msme Sunrise Sector,Agri,JKBK024294,1.0,49.0,32.0,26.0,23.0,188.0,30882.0,12.0,11.02,17897.0,0.29881065503497617,25.0,0.57,Default,2940000.0,679810.0
8218.0,2026-01-03,Samba,Female,Urban,Unknown,Unknown,Services,JKBK010690,28.0,27.0,16.0,65.0,23.0,188.0,73794.0,18.0,6.67,17897.0,0.29881065503497617,23.0,0.8,Unknown,4402706.0,3286765.0
8219.0,,Udhampur,Other,Rural,Hearing,Existing Enterprise,Healthcare,JKBK037043,5.0,46.0,32.0,65.0,37.0,188.0,67500.0,36.0,9.54,17897.0,0.29881065503497617,85.0,0.53,Unknown,2808342.0,5874584.0
8220.0,,Srinagar,Female,Rural,Hearing,Existing Enterprise,Services,JKBK091592,9.0,68.0,37.0,65.0,30.0,188.0,64658.0,60.0,10.12,17897.0,0.29881065503497617,73.0,0.69,Late,2469744.0,43271.0
8221.0,2024-06-14,Shopian,Male,Rural,Unknown,Nano Entrepreneur,It,JKBK032497,20.0,26.0,51.0,58.0,27.0,188.0,8256.0,35.11829804789004,14.36,17897.0,0.29881065503497617,31.0,0.13,Late,1830212.5,2301000.0
8222.0,,Ganderbal,Female,Rural,Visual,Existing Enterprise,Healthcare,JKBK096936,0.0,56.0,34.0,65.0,24.0,179.0,82959.0,60.0,7.03,17897.0,0.29881065503497617,38.0,0.12,On-Time,1790858.0,6476000.0
8223.0,2024-06-09,Shopian,Female,Urban,Hearing,Nano Entrepreneur,Agri,JKBK033776,32.0,48.0,37.0,38.0,24.0,188.0,41446.0,35.11829804789004,7.68,17897.0,0.29881065503497617,14.0,0.25,Late,4802000.0,2301000.0
8224.0,2024-12-23,Kishtwar,Male,Rural,Unknown,Existing Enterprise,Unknown,JKBK086027,26.0,87.0,6.0,9.0,13.0,164.0,9313.0,60.0,12.34,17897.0,0.29881065503497617,18.0,0.15,Default,3826571.0,732000.0
8225.0,2026-01-20,Poonch,Male,Unknown,Visual,Unknown,Unknown,JKBK061226,16.0,40.0,32.0,28.0,43.0,188.0,33285.0,35.11829804789004,10.76,17897.0,0.29881065503497617,49.0,0.9,On-Time,2623794.0,10685.0
8226.0,2021-02-22,Samba,Other,Rural,Unknown,Unknown,Manufacturing,JKBK035635,3.0,48.0,56.0,65.0,34.0,188.0,89309.0,36.0,10.18,17897.0,0.29881065503497617,15.0,0.35,Unknown,2986002.0,2276197.0
8227.0,,Ganderbal,Male,Unknown,Locomotor,Existing Enterprise,Services,JKBK033574,2.0,34.0,7.0,50.0,43.0,164.0,112291.0,48.0,8.24,17897.0,0.29881065503497617,49.0,0.45,Late,41977.0,2228901.0
8228.0,2024-10-09,Kulgam,Unknown,Rural,Multiple,Unknown,It,JKBK051814,20.0,38.0,23.0,65.0,13.0,188.0,39436.0,18.0,13.32,17897.0,0.29881065503497617,70.0,0.67,On-Time,1830212.5,6489847.0
8229.0,,Kathua,Female,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK020035,20.0,52.0,45.0,109.0,42.0,188.0,29671.0,24.0,13.36,17897.0,0.29881065503497617,15.0,0.25,Unknown,1830212.5,5251847.0
